"","country","current_state","max_spread","max_suppression","control_index","peak_number","break_number","peak1","peak2","peak3","peak4","peak5","break1","break2","break3","break4","break5"
"1","Afghanistan",1.53761534160411,23.1501934383687,25.7313676790362,0.899687639115647,1,1,161,NA,NA,NA,NA,89,NA,NA,NA,NA
"2","Albania",47.3888857053367,2.86827415042501,2.02866967530414,1.41386948567415,1,1,262,NA,NA,NA,NA,82,NA,NA,NA,NA
"3","Algeria",10.0753810004443,19.5045720614917,8.51015805602589,2.29191654644779,2,2,142,212,NA,NA,NA,81,167,NA,NA,NA
"4","Angola",28.5419897982421,3.37605539862015,1.15319504900366,2.92756667793275,0,1,NA,NA,NA,NA,NA,144,NA,NA,NA,NA
"5","Argentina",53.2129158200722,230.682416035563,0,-Inf,0,1,NA,NA,NA,NA,NA,80,NA,NA,NA,NA
"6","Armenia",16.5198059578903,14.9634491494768,12.8089622301141,1.16820152020571,1,2,183,NA,NA,NA,NA,81,248,NA,NA,NA
"7","Aruba",9.60544220502085,5.7533891365459,1.94665534238391,2.95552531117306,1,1,260,NA,NA,NA,NA,96,NA,NA,NA,NA
"8","Australia",1.13865501531096,21.9893557671456,18.0792206246381,1.21627785974241,2,2,92,219,NA,NA,NA,69,164,NA,NA,NA
"9","Austria",17.380347993479,40.8752861750488,30.185678768598,1.35412844244441,1,2,91,NA,NA,NA,NA,70,167,NA,NA,NA
"10","Azerbaijan",9.06431796895345,13.5281586711346,17.6588919640638,0.766081965882382,1,2,190,NA,NA,NA,NA,86,233,NA,NA,NA
"11","Bahamas",28.727696042917,2.32019860048055,0.574311533213383,4.03996518666201,0,1,NA,NA,NA,NA,NA,110,NA,NA,NA,NA
"12","Bahrain",25.9739183886801,25.3548936210913,10.1961538289499,2.48671156265818,2,2,184,265,NA,NA,NA,69,221,NA,NA,NA
"13","Bangladesh",18.500888706134,83.2273513211476,47.5112468278539,1.75173999585199,1,2,183,NA,NA,NA,NA,95,275,NA,NA,NA
"14","Belarus",7.94958358353858,31.1768138948686,25.2876495562767,1.23288698008432,1,2,143,NA,NA,NA,NA,84,230,NA,NA,NA
"15","Belgium",23.0918670479031,68.1524091467309,52.8170884177325,1.29034771109893,1,2,102,NA,NA,NA,NA,67,184,NA,NA,NA
"16","Benin",2.3559442433187,2.61000273699774,3.01857668795591,0.864646820937702,3,3,134,179,203,NA,NA,117,148,194,NA,NA
"17","Bolivia",16.8984636974401,28.8151237107879,41.3871846881914,0.696232998883093,1,1,207,NA,NA,NA,NA,91,NA,NA,NA,NA
"18","Bosnia_and_Herzegovina",34.2761440297882,7.08847197704122,4.56026677964149,1.55439852964008,1,2,220,NA,NA,NA,NA,84,275,NA,NA,NA
"19","Botswana",27.809761732298,1.6934061492172,0.883270694562157,1.91719951725177,0,1,NA,NA,NA,NA,NA,168,NA,NA,NA,NA
"20","Brazil",36.1759323541803,783.721085676785,784.289163092595,0.999275678611228,1,1,217,NA,NA,NA,NA,76,NA,NA,NA,NA
"21","Bulgaria",23.6310302882862,6.49246932071634,5.56897146919778,1.16582915833318,2,3,123,208,NA,NA,NA,80,154,249,NA,NA
"22","Cameroon",5.20709861301994,8.94635741467198,11.7611712408712,0.760668919059909,2,2,165,194,NA,NA,NA,88,186,NA,NA,NA
"23","Canada",16.7879637312568,71.6283013225392,38.5084421116562,1.86006749156071,2,3,122,210,NA,NA,NA,71,190,230,NA,NA
"24","Cape_Verde",46.3786773575313,1.47495701886919,0.958436618565372,1.5389197264572,0,1,NA,NA,NA,NA,NA,113,NA,NA,NA,NA
"25","Central_African_Republic",0.840544424144762,3.67990349662531,3.63667999825488,1.01188542802533,1,1,179,NA,NA,NA,NA,125,NA,NA,NA,NA
"26","Chile",5.71675616301698,282.917905007907,372.517245796521,0.759475992589199,1,1,173,NA,NA,NA,NA,78,NA,NA,NA,NA
"27","China",0.0402234701033414,204.487381702592,260.738324989569,0.784262849394206,1,1,45,NA,NA,NA,NA,4,NA,NA,NA,NA
"28","Colombia",29.8386113021746,229.894615531639,174.331499134458,1.31872103821196,1,1,232,NA,NA,NA,NA,81,NA,NA,NA,NA
"29","Congo",1.39751235926623,4.92826153830728,4.95604348950733,0.99439432860933,2,2,202,251,NA,NA,NA,103,236,NA,NA,NA
"30","Costa_Rica",60.7461141120035,19.692811643307,1.0061107621924,19.5732044455966,1,1,271,NA,NA,NA,NA,82,NA,NA,NA,NA
"31","Cote_dIvoire",3.90238996667338,11.4527858909233,9.69677032219536,1.18109282888845,2,2,178,252,NA,NA,NA,89,235,NA,NA,NA
"32","Croatia",16.0275587710608,11.682073816726,5.07649807550942,2.30120717923324,3,3,96,202,248,NA,NA,81,160,220,NA,NA
"33","Cuba",20.2702949298834,2.63844232564118,1.86262432344281,1.41651877538267,3,3,112,159,266,NA,NA,89,148,185,NA,NA
"34","Czechia",23.2474469405715,88.4636821787076,9.76725087029681,9.05717313432939,0,1,NA,NA,NA,NA,NA,74,NA,NA,NA,NA
"35","Democratic_Republic_of_the_Congo",4.08334715320255,3.9447576683374,4.39702920902664,0.897141565545943,1,1,179,NA,NA,NA,NA,91,NA,NA,NA,NA
"36","Denmark",24.2818251551594,22.1284052194184,8.48868685613417,2.6068113472024,1,2,101,NA,NA,NA,NA,72,194,NA,NA,NA
"37","Djibouti",0.11850966240844,8.39938376178753,9.15819414516267,0.917144103810473,2,3,112,155,NA,NA,NA,100,130,252,NA,NA
"38","Dominican_Republic",19.3883468091814,27.7600472076037,34.1089719448512,0.813863497630106,1,2,213,NA,NA,NA,NA,84,275,NA,NA,NA
"39","Ecuador",11.7955395695974,101.600149286601,88.0386598235899,1.15404016247164,2,3,124,229,NA,NA,NA,80,156,250,NA,NA
"40","Egypt",2.64934244285974,47.6352938054463,39.0019105095737,1.22135795870188,1,1,174,NA,NA,NA,NA,75,NA,NA,NA,NA
"41","El_Salvador",15.8442698751265,8.11813834404813,14.4444324535594,0.562025428839029,1,2,221,NA,NA,NA,NA,99,261,NA,NA,NA
"42","Equatorial_Guinea",0.185773267245651,13.5751475005602,13.3229391021404,1.01893038739322,2,2,188,219,NA,NA,NA,112,204,NA,NA,NA
"43","Estonia",18.8363410370993,2.10863925280517,1.90670063175334,1.10590997752287,1,2,97,NA,NA,NA,NA,77,184,NA,NA,NA
"44","Eswatini",11.3829577682635,2.25045510475007,2.68600723011628,0.837844023469974,1,1,229,NA,NA,NA,NA,122,NA,NA,NA,NA
"45","Ethiopia",11.1196275444114,59.148330390884,41.5501339688931,1.42354126788534,1,1,241,NA,NA,NA,NA,103,NA,NA,NA,NA
"46","Finland",18.939812109777,4.353063170517,3.54368094154201,1.22840155260219,1,2,105,NA,NA,NA,NA,74,199,NA,NA,NA
"47","France",45.4727618657977,249.901217223996,141.421631128902,1.7670650184781,1,2,98,NA,NA,NA,NA,63,173,NA,NA,NA
"48","French_Polynesia",17.7602425568028,1.53086232169223,1.66317943323591,0.920443273347695,1,1,263,NA,NA,NA,NA,106,NA,NA,NA,NA
"49","Gabon",1.25606095766351,4.62833593735309,4.52010277554865,1.02394484532297,2,2,175,212,NA,NA,NA,107,198,NA,NA,NA
"50","Gambia",2.29534825394824,4.8121788776858,3.88527343143433,1.23856890965568,1,1,233,NA,NA,NA,NA,188,NA,NA,NA,NA
"51","Georgia",19.0332313931535,11.7167781138854,0.630373112776173,18.5870524557821,0,1,NA,NA,NA,NA,NA,86,NA,NA,NA,NA
"52","Germany",6.38022206858346,280.56588694436,179.28961634661,1.56487527086877,1,2,97,NA,NA,NA,NA,63,165,NA,NA,NA
"53","Ghana",3.54995708238194,17.3153937419105,29.7677359813991,0.58168326112306,2,2,135,213,NA,NA,NA,89,149,NA,NA,NA
"54","Greece",32.6222906853948,9.51486087119743,3.45510921221,2.75385242167538,1,2,95,NA,NA,NA,NA,72,153,NA,NA,NA
"55","Guam",9.14598970274328,3.66005591836743,2.05692915652391,1.77937869506051,1,1,244,NA,NA,NA,NA,93,NA,NA,NA,NA
"56","Guatemala",20.2536612129361,30.2431400521855,23.8495020668098,1.26808266132623,1,2,205,NA,NA,NA,NA,99,264,NA,NA,NA
"57","Guinea",11.2574243771098,3.42532278796842,2.80910751235854,1.21936336466257,2,2,143,232,NA,NA,NA,98,187,NA,NA,NA
"58","Guinea_Bissau",0.944476637609472,3.68016291831717,1.92250706234245,1.91425196318038,2,2,133,191,NA,NA,NA,116,168,NA,NA,NA
"59","Guyana",34.3783190503394,2.06340461883948,0.149133801381931,13.8359285401377,0,1,NA,NA,NA,NA,NA,110,NA,NA,NA,NA
"60","Haiti",1.84652178941215,8.34652978851716,3.80435429758282,2.19394124091447,1,1,161,NA,NA,NA,NA,115,NA,NA,NA,NA
"61","Honduras",17.7940858007146,27.6154911036777,23.3683017433034,1.18175002218941,2,2,188,246,NA,NA,NA,90,231,NA,NA,NA
"62","Hungary",22.7936229145748,37.8242088005969,2.9658724209361,12.7531476180822,0,1,NA,NA,NA,NA,NA,81,NA,NA,NA,NA
"63","Iceland",9.85285415780123,3.8027371479382,3.9307782230497,0.967426024098567,1,2,93,NA,NA,NA,NA,73,144,NA,NA,NA
"64","India",61.7920817558747,1400.76546165019,459.486684624062,3.04854418751275,1,1,263,NA,NA,NA,NA,75,NA,NA,NA,NA
"65","Indonesia",54.3224755590847,76.4888852821518,0,-Inf,0,1,NA,NA,NA,NA,NA,77,NA,NA,NA,NA
"66","Iran",27.8602796891514,116.796984910633,82.497077519356,1.41577118150918,2,3,97,160,NA,NA,NA,59,125,251,NA,NA
"67","Iraq",53.8502520748557,79.1189723737348,9.67204340589797,8.1801713509152,0,1,NA,NA,NA,NA,NA,73,NA,NA,NA,NA
"68","Ireland",8.06350064491907,35.3307293482485,26.9469301668976,1.3111226076375,1,2,110,NA,NA,NA,NA,76,182,NA,NA,NA
"69","Israel",34.9484852012195,150.477009886234,21.732748754866,6.92397503801915,1,2,210,NA,NA,NA,NA,74,232,NA,NA,NA
"70","Italy",5.83937409897199,274.894164818301,105.197372669524,2.61312766509747,1,2,91,NA,NA,NA,NA,57,195,NA,NA,NA
"71","Jamaica",23.1855745284352,6.78250462235185,1.19904630154933,5.65658274712823,0,1,NA,NA,NA,NA,NA,99,NA,NA,NA,NA
"72","Japan",8.26679123070241,55.0227921907547,27.7126151113778,1.98547816471367,2,2,110,223,NA,NA,NA,52,153,NA,NA,NA
"73","Jordan",20.2731970883871,19.8067991583574,0.801757830378627,24.7042166697689,0,1,NA,NA,NA,NA,NA,84,NA,NA,NA,NA
"74","Kazakhstan",1.390867514915,193.192059591721,92.5162616216862,2.08819569884605,1,2,189,NA,NA,NA,NA,85,275,NA,NA,NA
"75","Kenya",7.75699724653437,18.5950221060509,22.6969476715394,0.819274132149846,1,1,219,NA,NA,NA,NA,95,NA,NA,NA,NA
"76","Kosovo",7.62929008221441,7.98009649488762,5.0532000112386,1.57921643258518,1,1,218,NA,NA,NA,NA,88,NA,NA,NA,NA
"77","Kuwait",14.7086821819557,41.1137344746587,17.8485682966259,2.30347520268227,2,2,146,257,NA,NA,NA,67,222,NA,NA,NA
"78","Kyrgyzstan",0.915883522708229,115.534280056516,100.500541087488,1.14958863709939,1,1,205,NA,NA,NA,NA,91,NA,NA,NA,NA
"79","Lebanon",37.2094380590529,23.7601220249901,4.1066268017679,5.78580016444673,0,1,NA,NA,NA,NA,NA,76,NA,NA,NA,NA
"80","Libya",30.4392551900359,22.4275667407676,3.34091619865933,6.71299889227018,1,1,265,NA,NA,NA,NA,115,NA,NA,NA,NA
"81","Lithuania",26.1274561024218,3.01887410424816,1.88958757500779,1.5976365129495,1,2,97,NA,NA,NA,NA,84,185,NA,NA,NA
"82","Luxembourg",7.8807416044383,10.4386809303339,6.60355601338006,1.58076662167825,2,3,92,209,NA,NA,NA,79,161,249,NA,NA
"83","Madagascar",2.59907407432573,15.2561169987762,12.9634565593526,1.17685564254617,1,1,209,NA,NA,NA,NA,97,NA,NA,NA,NA
"84","Malawi",1.6884346847083,3.47822902543369,2.38230774084988,1.46002506972203,2,2,157,202,NA,NA,NA,135,167,NA,NA,NA
"85","Malaysia",8.23687342258324,9.2118520734721,6.48273756450925,1.42098179693465,2,3,96,153,NA,NA,NA,69,141,191,NA,NA
"86","Maldives",9.68430055015514,6.60509114878238,3.63279701106207,1.8181833800979,2,2,153,241,NA,NA,NA,115,184,NA,NA,NA
"87","Malta",15.9115944070408,2.51611401726759,1.43372442554477,1.75494953732936,3,3,102,234,264,NA,NA,83,196,250,NA,NA
"88","Mauritania",1.90801431219369,6.88460404269232,5.98345658254442,1.15060650106108,1,1,179,NA,NA,NA,NA,143,NA,NA,NA,NA
"89","Mexico",48.8978102001209,91.4553723468312,80.4163392050068,1.13727350997267,1,2,206,NA,NA,NA,NA,75,268,NA,NA,NA
"90","Moldova",54.9215440987364,10.3885385322466,8.1233901356598,1.27884274407102,1,2,175,NA,NA,NA,NA,84,196,NA,NA,NA
"91","Montenegro",28.1804741395717,9.82391092467662,4.70092340832484,2.08978323434913,1,2,211,NA,NA,NA,NA,90,237,NA,NA,NA
"92","Morocco",44.3170594251038,49.9000261299293,5.7666444336886,8.6532170838234,0,1,NA,NA,NA,NA,NA,83,NA,NA,NA,NA
"93","Mozambique",23.4439205417399,7.96238208173747,0.424720002532979,18.7473677581719,0,1,NA,NA,NA,NA,NA,119,NA,NA,NA,NA
"94","Myanmar",21.4687152409947,27.5799705193582,0.427775803495352,64.4729559128929,0,1,NA,NA,NA,NA,NA,109,NA,NA,NA,NA
"95","Namibia",10.7576935548753,8.82400157908276,5.97265026322253,1.47740135286639,1,1,242,NA,NA,NA,NA,177,NA,NA,NA,NA
"96","Nepal",49.3772039428624,27.2451956316721,26.9451859942212,1.01113407187151,1,2,182,NA,NA,NA,NA,122,205,NA,NA,NA
"97","Netherlands",26.3652329736634,82.7745521385973,41.742748674444,1.98296841408707,1,2,105,NA,NA,NA,NA,69,193,NA,NA,NA
"98","New_Zealand",0.508432939467718,4.11901032557279,3.24811901409451,1.26812173682652,1,2,94,NA,NA,NA,NA,85,160,NA,NA,NA
"99","Nicaragua",3.04561783263895,5.53920515523341,2.19050771645141,2.52873117662733,1,2,155,NA,NA,NA,NA,145,275,NA,NA,NA
"100","Niger",0.48737052574017,2.90938819789167,2.40794930393071,1.20824312752034,2,3,104,136,NA,NA,NA,97,125,256,NA,NA
"101","Nigeria",9.39813261381632,16.2294155518109,16.7473406869348,0.969074186474993,1,1,183,NA,NA,NA,NA,90,NA,NA,NA,NA
"102","North_Macedonia",18.2866836748339,7.2818152654522,2.14437097573272,3.39578148923791,3,3,109,200,270,NA,NA,84,132,247,NA,NA
"103","Norway",10.8069407934559,10.1254376857125,10.7434099966131,0.9424789418727,1,2,93,NA,NA,NA,NA,69,202,NA,NA,NA
"104","Oman",17.4249759958538,32.6462821404497,79.5336916990792,0.410471102787093,1,2,201,NA,NA,NA,NA,86,241,NA,NA,NA
"105","Pakistan",2.94434186962779,217.774953756594,142.94719598524,1.5234643271987,1,1,170,NA,NA,NA,NA,79,NA,NA,NA,NA
"106","Palestine",37.5619088784976,17.1321119572659,16.5509485518863,1.03511360110616,1,1,262,NA,NA,NA,NA,85,NA,NA,NA,NA
"107","Panama",29.0518146099285,22.1092402621675,18.8912077847675,1.17034551279431,1,1,200,NA,NA,NA,NA,80,NA,NA,NA,NA
"108","Paraguay",35.6090426525962,21.1105458551874,3.37893820311569,6.24768628077349,1,1,261,NA,NA,NA,NA,92,NA,NA,NA,NA
"109","Peru",29.2078843534752,185.248815144783,154.662360436317,1.19776275638222,2,2,156,236,NA,NA,NA,79,190,NA,NA,NA
"110","Philippines",17.4445707575142,166.900739433473,81.1877064371351,2.05573906146377,1,2,232,NA,NA,NA,NA,76,275,NA,NA,NA
"111","Poland",29.1054604027148,33.2209144205782,16.2812237577572,2.04044332998925,1,2,166,NA,NA,NA,NA,77,192,NA,NA,NA
"112","Portugal",15.7359444225658,43.4633653297927,22.0014304234427,1.97547907082814,2,3,101,194,NA,NA,NA,75,145,223,NA,NA
"113","Puerto_Rico",28.6177350900816,22.5117578874667,13.4385727553714,1.67515987726218,2,3,163,229,NA,NA,NA,92,179,254,NA,NA
"114","Qatar",4.91718456720093,49.3588318922234,41.7622630893347,1.18190031480427,1,1,156,NA,NA,NA,NA,73,NA,NA,NA,NA
"115","Romania",35.3150071705837,38.8245161308926,8.96536055220082,4.33050248284347,1,2,110,NA,NA,NA,NA,76,157,NA,NA,NA
"116","Russia",17.7315531133985,360.583078777483,122.990698524367,2.93179145336787,1,2,137,NA,NA,NA,NA,79,243,NA,NA,NA
"117","Rwanda",2.62056017994936,6.79514216889351,6.15532262042987,1.10394573735908,1,1,243,NA,NA,NA,NA,91,NA,NA,NA,NA
"118","Saudi_Arabia",3.71623709441188,142.571661404826,82.4127131230707,1.72997169977788,1,1,175,NA,NA,NA,NA,77,NA,NA,NA,NA
"119","Senegal",8.27451101520194,4.16636517290008,3.52768867989329,1.18104672803103,1,1,230,NA,NA,NA,NA,85,NA,NA,NA,NA
"120","Serbia",4.69839429037814,14.690999854819,11.7106587465179,1.2544981604205,2,2,112,210,NA,NA,NA,80,157,NA,NA,NA
"121","Singapore",0.376887880744316,53.1466025787024,20.1056950733719,2.64336061920535,2,2,119,215,NA,NA,NA,47,192,NA,NA,NA
"122","Slovakia",26.1562813721791,9.77851795110686,3.1379894774323,3.11617295769528,0,1,NA,NA,NA,NA,NA,80,NA,NA,NA,NA
"123","Slovenia",27.3346202247318,4.23984553502969,1.48425076339274,2.85655607502476,1,2,93,NA,NA,NA,NA,75,149,NA,NA,NA
"124","Somalia",6.05219794153883,2.2824933919009,1.67936703203015,1.35913909727145,1,2,159,NA,NA,NA,NA,110,227,NA,NA,NA
"125","South_Africa",4.1044095929786,371.657585572013,365.453260927489,1.01697706740604,1,1,204,NA,NA,NA,NA,80,NA,NA,NA,NA
"126","South_Korea",2.74621171493143,34.8426196027049,29.2362209801215,1.19176208260279,2,2,67,242,NA,NA,NA,53,125,NA,NA,NA
"127","South_Sudan",2.1467424156776,3.57199956685085,2.96958313701903,1.20286228808416,1,1,217,NA,NA,NA,NA,130,NA,NA,NA,NA
"128","Spain",26.4946293693266,413.419719629622,239.355251260105,1.72722226670666,1,2,93,NA,NA,NA,NA,64,168,NA,NA,NA
"129","Sri_Lanka",2.41656415615365,3.79536103088857,3.63847434530895,1.0431188104382,3,4,123,153,197,NA,NA,84,138,177,224,NA
"130","Sudan",1.29399645253677,6.30377491765776,8.73645719202111,0.721548195006887,2,2,151,237,NA,NA,NA,113,224,NA,NA,NA
"131","Suriname",8.11465867471384,2.19590726396575,2.43427559457417,0.902078330350216,1,1,231,NA,NA,NA,NA,159,NA,NA,NA,NA
"132","Sweden",13.84419492882,27.1184095620148,46.9821663249294,0.57720645264553,2,3,174,228,NA,NA,NA,68,212,249,NA,NA
"133","Switzerland",6.53672767387094,58.1519368908083,40.4121478210204,1.43897169604434,1,2,93,NA,NA,NA,NA,68,159,NA,NA,NA
"134","Syria",12.1169874215757,3.18696623506231,2.0433149980863,1.55970383325484,1,1,238,NA,NA,NA,NA,141,NA,NA,NA,NA
"135","Tajikistan",5.16667663878885,8.27673129707181,6.29159077813765,1.31552282863536,1,1,149,NA,NA,NA,NA,127,NA,NA,NA,NA
"136","Thailand",0.56795507708953,7.54853237830767,5.66410897474123,1.33269547107408,1,1,93,NA,NA,NA,NA,72,NA,NA,NA,NA
"137","Trinidad_and_Tobago",19.9042962159194,4.59435938376019,2.44526935110868,1.87887660787844,1,1,263,NA,NA,NA,NA,89,NA,NA,NA,NA
"138","Tunisia",23.4124498300399,28.5743097723698,1.11106579879798,25.7179276000425,0,1,NA,NA,NA,NA,NA,85,NA,NA,NA,NA
"139","Turkey",8.29343266707416,199.686481968854,142.888981906204,1.39749390964191,1,2,110,NA,NA,NA,NA,80,210,NA,NA,NA
"140","Uganda",30.6412007482673,6.75885483781251,1.37885770921385,4.90177832900977,0,1,NA,NA,NA,NA,NA,101,NA,NA,NA,NA
"141","Ukraine",61.0560763206037,51.1496824329006,8.74768392406861,5.84722572018932,0,1,NA,NA,NA,NA,NA,87,NA,NA,NA,NA
"142","United_Arab_Emirates",37.3965133827059,23.0928409860062,17.6520203358631,1.30822651156191,1,2,147,NA,NA,NA,NA,73,225,NA,NA,NA
"143","United_Kingdom",22.2336609123033,223.162242172104,112.855710597766,1.97741205110556,1,2,117,NA,NA,NA,NA,66,197,NA,NA,NA
"144","United_States_of_America",27.7913303207901,1542.5409731363,876.95768268637,1.75896853815233,2,3,107,207,NA,NA,NA,61,157,258,NA,NA
"145","Uzbekistan",29.6312950732432,19.1429862935993,20.2703570696785,0.944383279870013,2,2,222,269,NA,NA,NA,88,250,NA,NA,NA
"146","Venezuela",29.9606104590405,28.9858162499546,18.6832749209281,1.55143123315528,1,1,255,NA,NA,NA,NA,87,NA,NA,NA,NA
"147","Western_Sahara",2.40692287421636e-20,3.37838672802871,2.01468559325695,1.67688037246904,1,1,187,NA,NA,NA,NA,181,NA,NA,NA,NA
"148","Yemen",1.04485103046015,1.34182552685956,1.20036983730593,1.11784342221652,1,2,171,NA,NA,NA,NA,137,275,NA,NA,NA
"149","Zambia",6.77191869787143,11.5051148644087,6.58421212459731,1.74737913157868,1,1,218,NA,NA,NA,NA,112,NA,NA,NA,NA
"150","Zimbabwe",2.90864034073738,6.73712147687473,6.6067334533423,1.01973562645644,1,1,218,NA,NA,NA,NA,147,NA,NA,NA,NA
